0	-442	-1.37373
20	-442	-1.33473
40	-442	-1.95513
60	-442	-1.29926
80	-442	-1.45184
100	-442	-1.5463
120	-442	-2.12211
140	-442	-2.13668
160	-442	-1.41708
180	-442	-1.73646
200	-442	-1.64295
220	-442	-2.07983
240	-442	-1.26088
260	-442	-1.34234
280	-442	-1.59376
300	-442	-1.61121
319.927	-441.319	-1.652379636
339.761	-439.28	-2.113628626
359.409	-435.893	-2.145773252
378.781	-431.172	-1.512691412
397.785	-425.14	-1.646833215
416.333	-417.826	-1.714857241
434.339	-409.262	-1.759158729
451.719	-399.49	-2.1434418
468.391	-388.555	-1.713195319
484.278	-376.508	-1.535456713
499.306	-363.404	-1.78211415
513.404	-349.306	-1.110894442
526.508	-334.278	-0.90275668
538.555	-318.391	-0.733220615
549.49	-301.719	-0.023633492
559.262	-284.339	-1.083108681
567.826	-266.333	-0.67914096
575.14	-247.785	-1.32779894
581.172	-228.781	-0.866288004
585.893	-209.409	-0.838130067
589.28	-189.761	-0.485978337
591.319	-169.927	-0.045627567
592	-150	0.855022
592	-131.25	-0.734871
592	-112.5	-1.3379
592	-93.75	-1.21667
592	-75	-1.3504
592	-56.25	-1.01703
592	-37.5	-1.30831
592	-18.75	-1.16439
592	0	0.138284
592	18.75	-0.835847
592	37.5	-1.06818
592	56.25	-1.61297
592	75	-1.53259
592	93.75	-1.59403
592	112.5	-1.27756
592	131.25	-0.704762
592	150	-0.115109
591.319	169.927	-0.358820617
589.28	189.761	-0.585776788
585.893	209.409	-0.776467291
581.172	228.781	-0.684997575
575.14	247.785	-1.238731577
567.826	266.333	-0.450557899
559.262	284.339	-1.432389396
549.49	301.719	-0.359735651
538.555	318.391	-0.818170254
526.508	334.278	-0.927506395
513.404	349.306	-1.157337225
499.306	363.404	-1.715083343
484.278	376.508	-1.482387814
468.391	388.555	-1.677626888
451.719	399.49	-2.137811486
434.339	409.262	-1.754708042
416.333	417.826	-1.680314057
397.785	425.14	-1.610667752
378.781	431.172	-1.418016202
359.409	435.893	-2.067685535
339.761	439.28	-2.058127186
319.927	441.319	-1.595871013
300	442	-1.61606
280	442	-1.59382
260	442	-1.34368
240	442	-1.25557
220	442	-2.05378
200	442	-1.63347
180	442	-1.73938
160	442	-1.40214
140	442	-2.11587
120	442	-2.07373
100	442	-1.53516
80	442	-1.44829
60	442	-1.29909
40	442	-1.91712
20	442	-1.31761
0	442	-1.33443
