0	223	-2.01741
20	223	-1.57354
40	223	-1.17026
60	223	-0.817939
80	223	-0.530486
100	223	-0.260572
120	223	-0.00483423
140	223	-0.264004
160	223	-0.521827
180	223	-0.785096
200	223	-1.02055
220	223	-1.25001
240	223	-1.4016
260	223	-1.46988
280	223	-1.47862
300	223	-1.41237
318.9	220.5	-1.345636548
336.5	213.2	-1.292947443
351.6	201.6	-1.222141145
363.2	186.5	-1.145824101
370.5	168.9	-1.057830267
373	150	-1.08863
373	131.3	-1.19606
373	112.5	-1.2922
373	93.8	-1.33843
373	75	-1.32155
373	56.3	-1.27129
373	37.5	-1.25488
373	18.8	-1.28267
373	0	-1.3038
373	-18.8	-1.29577
373	-37.5	-1.28354
373	-56.3	-1.3007
373	-75	-1.33886
373	-93.8	-1.34366
373	-112.5	-1.2944
373	-131.3	-1.19688
373	-150	-1.08794
370.5	-168.9	-1.223261205
363.2	-186.5	-1.265376394
351.6	-201.6	-1.301881699
336.5	-213.2	-1.331622976
318.9	-220.5	-1.342715915
300	-223	-1.41131
280	-223	-1.47727
260	-223	-1.46835
240	-223	-1.39995
220	-223	-1.24836
200	-223	-1.01915
180	-223	-0.783901
160	-223	-0.520871
140	-223	-0.263182
120	-223	-0.00416691
100	-223	-0.261058
80	-223	-0.530791
60	-223	-0.817992
40	-223	-1.16992
20	-223	-1.57265
0	-223	-2.01586
