0	223	-7.90767
20	223	-1.12052
40	223	-1.35341
60	223	-7.23216
80	223	-3.7528
100	223	-1.86058
120	223	-2.27478
140	223	-1.72919
160	223	-1.64801
180	223	-0.705896
200	223	-0.118565
220	223	-1.64885
240	223	-3.64636
260	223	-1.5348
280	223	-0.309275
300	223	-1.07551
318.9	220.5	-0.656326654
336.5	213.2	-0.924173819
351.6	201.6	-1.71597411
363.2	186.5	-1.311705795
370.5	168.9	-0.119272727
373	150	0.998256
373	131.3	0.99513
373	112.5	0.576053
373	93.8	0.593495
373	75	1.23036
373	56.3	1.73529
373	37.5	1.98497
373	18.8	1.53178
373	0	0.905327
373	-18.8	1.30001
373	-37.5	1.29219
373	-56.3	1.74154
373	-75	1.41152
373	-93.8	0.782421
373	-112.5	0.584886
373	-131.3	0.759238
373	-150	0.537676
370.5	-168.9	0.054329433
363.2	-186.5	0.501428692
351.6	-201.6	0.160039475
336.5	-213.2	-0.140802124
318.9	-220.5	-0.27653715
300	-223	-0.859869
280	-223	-0.21032
260	-223	-0.901401
240	-223	-0.987086
220	-223	-0.613999
200	-223	-0.570596
180	-223	-1.18002
160	-223	-2.65747
140	-223	-2.57355
120	-223	-2.41652
100	-223	-0.252896
80	-223	-3.22976
60	-223	-6.49055
40	-223	-2.29766
20	-223	-1.13658
0	-223	-7.37942
