0	-442	-1.47579
20	-442	-1.17976
40	-442	-0.938518
60	-442	-0.73111
80	-442	-0.611883
100	-442	-0.515454
120	-442	-0.444597
140	-442	-0.391711
160	-442	-0.340913
180	-442	-0.304629
200	-442	-0.271813
220	-442	-0.249393
240	-442	-0.214412
260	-442	-0.193182
280	-442	-0.174326
300	-442	-0.157061
319.927	-441.319	-0.182647992
339.761	-439.28	-0.198396855
359.409	-435.893	-0.209589055
378.781	-431.172	-0.212240247
397.785	-425.14	-0.215221658
416.333	-417.826	-0.214667776
434.339	-409.262	-0.212427524
451.719	-399.49	-0.211333763
468.391	-388.555	-0.206545913
484.278	-376.508	-0.199914219
499.306	-363.404	-0.189533962
513.404	-349.306	-0.178834528
526.508	-334.278	-0.16995987
538.555	-318.391	-0.158826514
549.49	-301.719	-0.153756175
559.262	-284.339	-0.147115122
567.826	-266.333	-0.139584165
575.14	-247.785	-0.130554418
581.172	-228.781	-0.119997902
585.893	-209.409	-0.108895082
589.28	-189.761	-0.096091734
591.319	-169.927	-0.08296099
592	-150	-0.0709248
592	-131.25	-0.061629
592	-112.5	-0.0528139
592	-93.75	-0.044839
592	-75	-0.0380836
592	-56.25	-0.0321679
592	-37.5	-0.0282557
592	-18.75	-0.0259402
592	0	-0.0247181
592	18.75	-0.0259641
592	37.5	-0.0283661
592	56.25	-0.0323641
592	75	-0.0383994
592	93.75	-0.0452304
592	112.5	-0.0532237
592	131.25	-0.0620271
592	150	-0.0712932
591.319	169.927	-0.085385063
589.28	189.761	-0.09782427
585.893	209.409	-0.109779124
581.172	228.781	-0.119818905
575.14	247.785	-0.129173092
567.826	266.333	-0.136846619
559.262	284.339	-0.142852457
549.49	301.719	-0.147921865
538.555	318.391	-0.151537687
526.508	334.278	-0.161625593
513.404	349.306	-0.169483455
499.306	363.404	-0.179184953
484.278	376.508	-0.188223204
468.391	388.555	-0.193491961
451.719	399.49	-0.196646532
434.339	409.262	-0.196050788
416.333	417.826	-0.196674177
397.785	425.14	-0.195744292
378.781	431.172	-0.191110974
359.409	435.893	-0.187102637
339.761	439.28	-0.174705736
319.927	441.319	-0.157237385
300	442	-0.156992
280	442	-0.17426
260	442	-0.19312
240	442	-0.214357
220	442	-0.24935
200	442	-0.271781
180	442	-0.30461
160	442	-0.340905
140	442	-0.391716
120	442	-0.444615
100	442	-0.515488
80	442	-0.611936
60	442	-0.731184
40	442	-0.938626
20	442	-1.17991
0	442	-1.47598
