0	223	-0.234901
20	223	-0.462663
40	223	-1.41858
60	223	-1.37499
80	223	-0.557998
100	223	-0.698502
120	223	-1.1876
140	223	-1.35045
160	223	-1.45408
180	223	-1.84462
200	223	-2.54311
220	223	-2.77385
240	223	-2.28565
260	223	-1.4279
280	223	-1.02837
300	223	-1.27012
318.9	220.5	-2.021885422
336.5	213.2	-3.8348145
351.6	201.6	-5.093766124
363.2	186.5	-3.440140542
370.5	168.9	-3.8877942
373	150	-4.64282
373	131.3	-3.5388
373	112.5	-4.18253
373	93.8	-3.05428
373	75	-2.47612
373	56.3	-2.62927
373	37.5	-1.05272
373	18.8	-1.09402
373	0	-0.125939
373	-18.8	-2.64145
373	-37.5	-1.96618
373	-56.3	-0.924486
373	-75	-1.46634
373	-93.8	-3.38434
373	-112.5	-3.27085
373	-131.3	-4.24438
373	-150	-4.93611
370.5	-168.9	3.536287892
363.2	-186.5	2.735134345
351.6	-201.6	0.033416099
336.5	-213.2	-1.160329311
318.9	-220.5	-1.098289837
300	-223	-0.910352
280	-223	-1.44807
260	-223	-1.44048
240	-223	-1.74202
220	-223	-2.26858
200	-223	-1.9633
180	-223	-1.77676
160	-223	-1.55185
140	-223	-1.35662
120	-223	-1.0846
100	-223	-0.631197
80	-223	-0.562636
60	-223	-1.51299
40	-223	-1.44014
20	-223	-0.624555
0	-223	-0.197345
