0	-442	-0.604724
20	-442	-0.377979
40	-442	-0.188749
60	-442	-0.050469
80	-442	-0.0603322
100	-442	-0.150641
120	-442	-0.226293
140	-442	-0.278099
160	-442	-0.318498
180	-442	-0.357387
200	-442	-0.385256
220	-442	-0.412266
240	-442	-0.43064
260	-442	-0.445266
280	-442	-0.457703
300	-442	-0.46754
319.927	-441.319	-0.476869146
339.761	-439.28	-0.489093508
359.409	-435.893	-0.497299465
378.781	-431.172	-0.499208763
397.785	-425.14	-0.502585133
416.333	-417.826	-0.503868374
434.339	-409.262	-0.50094637
451.719	-399.49	-0.501697111
468.391	-388.555	-0.494031311
484.278	-376.508	-0.487362085
499.306	-363.404	-0.480826954
513.404	-349.306	-0.466036067
526.508	-334.278	-0.456663961
538.555	-318.391	-0.447191798
549.49	-301.719	-0.437267815
559.262	-284.339	-0.430119721
567.826	-266.333	-0.422006188
575.14	-247.785	-0.416141807
581.172	-228.781	-0.409483583
585.893	-209.409	-0.405565291
589.28	-189.761	-0.398076788
591.319	-169.927	-0.392804294
592	-150	-0.398269
592	-131.25	-0.413796
592	-112.5	-0.428627
592	-93.75	-0.440859
592	-75	-0.450123
592	-56.25	-0.456245
592	-37.5	-0.461125
592	-18.75	-0.464733
592	0	-0.466897
592	18.75	-0.463653
592	37.5	-0.458408
592	56.25	-0.453271
592	75	-0.447795
592	93.75	-0.439259
592	112.5	-0.427401
592	131.25	-0.412884
592	150	-0.397636
591.319	169.927	-0.408518181
589.28	189.761	-0.413689107
585.893	209.409	-0.421057771
581.172	228.781	-0.424726872
575.14	247.785	-0.43107934
567.826	266.333	-0.436614992
559.262	284.339	-0.444159442
549.49	301.719	-0.450382948
538.555	318.391	-0.459706843
526.508	334.278	-0.46852568
513.404	349.306	-0.477014942
499.306	363.404	-0.491192424
484.278	376.508	-0.496919844
468.391	388.555	-0.502505782
451.719	399.49	-0.508834959
434.339	409.262	-0.506744924
416.333	417.826	-0.508451147
397.785	425.14	-0.505969418
378.781	431.172	-0.501306166
359.409	435.893	-0.498294931
339.761	439.28	-0.489104266
319.927	441.319	-0.476135632
300	442	-0.467671
280	442	-0.457866
260	442	-0.445458
240	442	-0.430856
220	442	-0.412503
200	442	-0.385505
180	442	-0.357647
160	442	-0.318757
140	442	-0.278357
120	442	-0.226539
100	442	-0.150855
80	442	-0.0605048
60	442	-0.050351
40	442	-0.188698
20	442	-0.378025
0	442	-0.604878
