0	223	-2.49459
20	223	-2.12048
40	223	-1.90555
60	223	-1.63552
80	223	-1.46411
100	223	-1.29301
120	223	-1.16292
140	223	-1.01328
160	223	-0.830661
180	223	-0.683556
200	223	-0.499485
220	223	-0.332541
240	223	-0.133634
260	223	-0.0286711
280	223	-0.168804
300	223	-0.274646
318.9	220.5	-0.499858968
336.5	213.2	-0.530421405
351.6	201.6	-0.477456395
363.2	186.5	-0.360584419
370.5	168.9	-0.203334092
373	150	-0.0644798
373	131.3	0.0327585
373	112.5	0.128176
373	93.8	0.210819
373	75	0.274691
373	56.3	0.322333
373	37.5	0.360633
373	18.8	0.391752
373	0	0.410649
373	-18.8	0.396738
373	-37.5	0.372061
373	-56.3	0.332068
373	-75	0.280141
373	-93.8	0.212725
373	-112.5	0.12831
373	-131.3	0.0320471
373	-150	0.30018349
370.5	-168.9	-0.29215709
363.2	-186.5	-0.414788268
351.6	-201.6	-0.484405018
336.5	-213.2	-0.47929721
318.9	-220.5	-0.381852633
300	-223	-0.273326
280	-223	-0.167773
260	-223	-0.0280472
240	-223	-0.133822
220	-223	-0.332458
200	-223	-0.499216
180	-223	-0.683195
160	-223	-0.830332
140	-223	-1.013
120	-223	-1.16272
100	-223	-1.29293
80	-223	-1.46413
60	-223	-1.63561
40	-223	-1.90558
20	-223	-2.12044
0	-223	-2.49433
