0.0;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2.0;-0.034;-0.053;-0.075;-0.072;-0.069;-0.003;-0.016
8.0;-0.144;-0.178;-0.181;-0.188;-0.181;-0.003;-0.319
12.0;-0.184;-0.263;-0.300;-0.300;-0.275;-0.006;-0.309
20.0;-0.247;-0.334;-0.384;-0.378;-0.347;-0.006;-0.400
40.0;-0.597;-0.763;-0.884;-0.875;-0.784;-0.006;-0.975
60.0;-1.094;-1.431;-1.666;-1.647;-1.484;-0.009;-1.781
80.0;-1.306;-2.263;-2.656;-2.641;-2.366;-0.009;-2.769
100.0;-2.134;-3.006;-3.550;-3.547;-3.184;-0.009;-3.778
120.0;-3.213;-3.916;-4.628;-4.622;-4.156;-0.009;-4.969
140.0;-3.859;-4.894;-5.731;-5.700;-5.116;-0.009;-6.200
160.0;-4.797;-5.788;-6.728;-6.688;-6.013;-0.013;-7.359
180.0;-5.568;-6.516;-7.756;-7.706;-6.922;-0.016;-8.591
200.0;-6.372;-7.463;-8.831;-8.763;-7.872;-0.016;-9.850
220.0;-7.538;-8.338;-9.816;-9.728;-8.731;-0.016;-11.034
240.0;-8.233;-9.316;-10.888;-10.775;-9.650;-0.016;-12.406
260.0;-9.129;-10.303;-11.972;-11.834;-10.581;-0.016;-13.809
270.0;-9.793;-11.134;-12.884;-12.703;-11.325;-0.016;-14.794
280.0;-10.288;-11.469;-13.247;-13.056;-11.634;-0.016;-15.413
300.0;-10.911;-12.563;-14.413;-14.159;-12.603;-0.016;-16.978
320.0;-11.524;-14.128;-16.047;-15.703;-13.909;-0.019;-18.869
340.0;-12.286;-15.128;-17.091;-16.663;-14.725;-0.019;-20.363
360.0;-13.165;-16.019;-17.984;-17.528;-15.494;-0.019;-22.041
390.0;-14.279;-15.456;-18.547;-18.131;-16.059;-0.016;2.881
