   1.7546791e+02	   2.2021627e+02	   3.0452000e+02	   0.0000000e+00	   0.0000000e+00	
   1.6700062e+02	   2.1302563e+02	   2.9263633e+02	   0.0000000e+00	   0.0000000e+00	
   1.3730096e+02	   1.7944108e+02	   2.5322060e+02	   0.0000000e+00	   0.0000000e+00	
   1.7860911e+02	   2.2537512e+02	   3.0955050e+02	   0.0000000e+00	   0.0000000e+00	
   1.6891185e+02	   2.1545583e+02	   2.9896378e+02	   0.0000000e+00	   0.0000000e+00	
   1.7958691e+02	   2.2417486e+02	   3.0859800e+02	   0.0000000e+00	   0.0000000e+00	
   1.6576793e+02	   2.0983913e+02	   2.9020010e+02	   0.0000000e+00	   0.0000000e+00	
   1.4986684e+02	   1.9279651e+02	   2.6689120e+02	   0.0000000e+00	   0.0000000e+00	
   1.8597442e+02	   2.2843443e+02	   3.1347000e+02	   0.0000000e+00	   0.0000000e+00	
   1.7851899e+02	   2.2489187e+02	   3.0944280e+02	   0.0000000e+00	   0.0000000e+00	
   1.6307116e+02	   2.0850893e+02	   2.8656740e+02	   0.0000000e+00	   0.0000000e+00	
   1.9056892e+02	   2.3520114e+02	   3.2189143e+02	   3.8458211e+02	   0.0000000e+00	
   2.0282349e+02	   2.4706557e+02	   3.3703890e+02	   3.9500463e+02	   0.0000000e+00	
   1.7669122e+02	   2.1951410e+02	   3.0220480e+02	   0.0000000e+00	   0.0000000e+00	
   1.6674758e+02	   2.1355922e+02	   2.9405846e+02	   0.0000000e+00	   0.0000000e+00	
   1.5389684e+02	   1.9739331e+02	   2.7424358e+02	   0.0000000e+00	   0.0000000e+00	
   1.5121632e+02	   1.9449781e+02	   2.6887310e+02	   0.0000000e+00	   0.0000000e+00	
   1.8071762e+02	   2.2445558e+02	   3.0908960e+02	   0.0000000e+00	   0.0000000e+00	
   1.8404703e+02	   2.2837257e+02	   3.1399600e+02	   0.0000000e+00	   0.0000000e+00	
   1.9717262e+02	   2.4088104e+02	   3.2944200e+02	   3.9610463e+02	   0.0000000e+00	
   1.6777352e+02	   2.1329155e+02	   2.9498490e+02	   0.0000000e+00	   0.0000000e+00	
   1.4943011e+02	   1.9281252e+02	   2.6983168e+02	   0.0000000e+00	   0.0000000e+00	
   1.7929429e+02	   2.2459524e+02	   3.0906860e+02	   0.0000000e+00	   0.0000000e+00	
   1.8239187e+02	   2.2845091e+02	   3.1395780e+02	   0.0000000e+00	   0.0000000e+00	
   1.6369947e+02	   2.0970951e+02	   2.8832653e+02	   0.0000000e+00	   0.0000000e+00	
   1.6833725e+02	   2.1242683e+02	   2.9416070e+02	   0.0000000e+00	   0.0000000e+00	
   1.8387019e+02	   2.2802641e+02	   3.1220880e+02	   3.7166844e+02	   0.0000000e+00	
   1.6579547e+02	   2.1097101e+02	   2.9336000e+02	   0.0000000e+00	   0.0000000e+00	
   1.6681051e+02	   2.1120638e+02	   2.9291800e+02	   0.0000000e+00	   0.0000000e+00	
   1.5438248e+02	   1.9879171e+02	   2.7784700e+02	   0.0000000e+00	   0.0000000e+00	
