   1.8727464e+02	   2.9707549e+02	   3.6694540e+02	   4.5505560e+02	   0.0000000e+00	
   2.0121358e+02	   2.9629170e+02	   3.6325187e+02	   0.0000000e+00	   0.0000000e+00	
   1.4231010e+02	   2.2986003e+02	   2.9251376e+02	   0.0000000e+00	   0.0000000e+00	
   2.0700918e+02	   3.1155048e+02	   3.8218636e+02	   4.7530811e+02	   0.0000000e+00	
   1.9710320e+02	   2.9716121e+02	   3.6801815e+02	   0.0000000e+00	   0.0000000e+00	
   2.0660869e+02	   3.1509976e+02	   3.8543613e+02	   4.7503258e+02	   0.0000000e+00	
   1.7117257e+02	   2.7716332e+02	   3.4647874e+02	   4.3436736e+02	   0.0000000e+00	
   1.6329216e+02	   2.6022746e+02	   3.2735436e+02	   0.0000000e+00	   0.0000000e+00	
   2.0009412e+02	   3.1874461e+02	   3.9168278e+02	   4.8350053e+02	   0.0000000e+00	
   2.0964131e+02	   3.1305730e+02	   3.8401291e+02	   4.7485524e+02	   0.0000000e+00	
   1.8699309e+02	   2.8388469e+02	   3.5220633e+02	   0.0000000e+00	   0.0000000e+00	
   2.1971696e+02	   3.3400221e+02	   4.0780048e+02	   5.0138011e+02	   0.0000000e+00	
   2.1721186e+02	   3.4244937e+02	   4.1805577e+02	   5.1331681e+02	   5.4154134e+02	
   1.8545691e+02	   2.9998903e+02	   3.7235235e+02	   4.6218974e+02	   4.9075829e+02	
   1.9206148e+02	   2.8758379e+02	   3.5654967e+02	   0.0000000e+00	   0.0000000e+00	
   1.6357863e+02	   2.6182643e+02	   3.2967719e+02	   4.1776435e+02	   0.0000000e+00	
   1.7008190e+02	   2.6670451e+02	   3.3231135e+02	   0.0000000e+00	   0.0000000e+00	
   1.9817496e+02	   3.1067075e+02	   3.8245411e+02	   4.7326100e+02	   0.0000000e+00	
   2.0355775e+02	   3.1693323e+02	   3.8937434e+02	   4.8027245e+02	   0.0000000e+00	
   2.0580085e+02	   3.3163951e+02	   4.0879315e+02	   5.0470324e+02	   5.3572246e+02	
   1.9464770e+02	   2.9519510e+02	   3.6500268e+02	   4.5365686e+02	   0.0000000e+00	
   1.6984242e+02	   2.6227424e+02	   3.2638781e+02	   0.0000000e+00	   0.0000000e+00	
   1.9983609e+02	   3.0897878e+02	   3.7908094e+02	   4.6896870e+02	   0.0000000e+00	
   2.0675667e+02	   3.1592607e+02	   3.8814211e+02	   4.8266205e+02	   0.0000000e+00	
   1.9179219e+02	   2.8536913e+02	   3.5322623e+02	   0.0000000e+00	   0.0000000e+00	
   1.7103095e+02	   2.7863918e+02	   3.5045029e+02	   4.3920096e+02	   4.6832752e+02	
   1.9567440e+02	   3.1189392e+02	   3.8406755e+02	   4.7409023e+02	   0.0000000e+00	
   1.7712031e+02	   2.8029767e+02	   3.5080267e+02	   4.4312119e+02	   0.0000000e+00	
   1.8332652e+02	   2.8600836e+02	   3.5394588e+02	   0.0000000e+00	   0.0000000e+00	
   1.7373879e+02	   2.6767184e+02	   3.3541387e+02	   0.0000000e+00	   0.0000000e+00	
