   2.3688411e+02	   3.2615165e+02	   4.2533540e+02	   5.3609890e+02	   6.2476357e+02	   0.0000000e+00	
   1.9631291e+02	   2.8908661e+02	   3.8877710e+02	   4.9738688e+02	   0.0000000e+00	   0.0000000e+00	
   1.9484067e+02	   2.9217111e+02	   3.9521395e+02	   5.0051098e+02	   0.0000000e+00	   0.0000000e+00	
   1.8657405e+02	   2.8065877e+02	   3.7940821e+02	   4.8477323e+02	   0.0000000e+00	   0.0000000e+00	
   2.0975064e+02	   3.0301506e+02	   4.0362668e+02	   5.1451098e+02	   5.9381340e+02	   0.0000000e+00	
   2.3926473e+02	   3.2862311e+02	   4.2831483e+02	   5.3998759e+02	   6.3047995e+02	   0.0000000e+00	
   1.6727075e+02	   2.6174282e+02	   3.5951630e+02	   4.5866438e+02	   0.0000000e+00	   0.0000000e+00	
   2.2813755e+02	   3.2100347e+02	   4.2249616e+02	   5.3545595e+02	   6.2173129e+02	   0.0000000e+00	
   2.0674462e+02	   2.9535675e+02	   3.9165222e+02	   4.9838761e+02	   5.8193266e+02	   0.0000000e+00	
   1.9678233e+02	   2.8744758e+02	   3.8638960e+02	   4.9376222e+02	   0.0000000e+00	   0.0000000e+00	
   2.0171293e+02	   2.9273864e+02	   3.9029487e+02	   4.9798029e+02	   0.0000000e+00	   0.0000000e+00	
   1.9509160e+02	   2.9327431e+02	   3.9645618e+02	   5.0709553e+02	   0.0000000e+00	   0.0000000e+00	
   1.8024019e+02	   2.7492453e+02	   3.7315202e+02	   4.7919229e+02	   0.0000000e+00	   0.0000000e+00	
   2.1782120e+02	   3.1435816e+02	   4.1805991e+02	   5.3214044e+02	   6.1592073e+02	   0.0000000e+00	
   2.2539302e+02	   3.1904590e+02	   4.2175825e+02	   5.3638112e+02	   6.1866977e+02	   0.0000000e+00	
   1.9380673e+02	   2.8248617e+02	   3.7700571e+02	   4.8142326e+02	   5.5938118e+02	   0.0000000e+00	
   1.7715757e+02	   2.7125138e+02	   3.6948883e+02	   4.6976581e+02	   0.0000000e+00	   0.0000000e+00	
   2.1627070e+02	   3.1434374e+02	   4.2097959e+02	   5.3761326e+02	   6.2072672e+02	   0.0000000e+00	
   2.3089352e+02	   3.2516701e+02	   4.2784958e+02	   5.4176549e+02	   6.3079510e+02	   0.0000000e+00	
   2.0779609e+02	   3.0049262e+02	   3.9973176e+02	   5.1042178e+02	   5.9020388e+02	   0.0000000e+00	
   1.9529381e+02	   2.9278315e+02	   3.9550672e+02	   5.0543746e+02	   0.0000000e+00	   0.0000000e+00	
   1.8536976e+02	   2.7791227e+02	   3.7544477e+02	   4.7992380e+02	   0.0000000e+00	   0.0000000e+00	
   2.2096191e+02	   3.0958913e+02	   4.0873478e+02	   5.1899290e+02	   6.0313601e+02	   0.0000000e+00	
   1.9204686e+02	   2.8583180e+02	   3.8494900e+02	   4.9194079e+02	   0.0000000e+00	   0.0000000e+00	
   2.0656362e+02	   2.9668225e+02	   3.9422613e+02	   5.0295837e+02	   0.0000000e+00	   0.0000000e+00	
   1.7744053e+02	   2.7297806e+02	   3.7232330e+02	   4.7622783e+02	   0.0000000e+00	   0.0000000e+00	
   1.8952861e+02	   2.7947786e+02	   3.7483291e+02	   4.8054092e+02	   0.0000000e+00	   0.0000000e+00	
   1.7881779e+02	   2.7242612e+02	   3.7039894e+02	   4.7330240e+02	   0.0000000e+00	   0.0000000e+00	
   2.0834143e+02	   2.9982605e+02	   4.0065040e+02	   5.1144374e+02	   0.0000000e+00	   0.0000000e+00	
   1.9768763e+02	   2.9168081e+02	   3.9211350e+02	   5.0068344e+02	   5.7514970e+02	   0.0000000e+00	
