0.0;0.000;0.000;0.000;0.000;0.000;0.000;0.003
10.0;-0.231;-0.209;-0.216;-0.188;-0.163;-0.019;-0.341
20.0;-0.347;-0.322;-0.350;-0.313;-0.284;-0.062;-0.519
40.0;-0.628;-0.600;-0.700;-0.634;-0.569;-0.134;-0.916
60.0;-0.831;-0.844;-1.013;-0.934;-0.838;-0.181;-1.309
80.0;-1.041;-1.066;-1.328;-1.263;-1.122;-0.212;-1.700
100.0;-1.225;-1.309;-1.703;-1.684;-1.531;-0.244;-2.141
120.0;-1.391;-1.550;-2.081;-2.088;-1.928;-0.262;-2.581
140.0;-1.541;-1.784;-2.463;-2.519;-2.359;-0.275;-2.997
160.0;-1.719;-2.075;-2.966;-3.088;-2.938;-0.294;-3.588
180.0;-1.878;-2.344;-3.422;-3.616;-3.444;-0.309;-4.103
200.0;-2.019;-2.588;-3.825;-4.084;-3.884;-0.319;-4.591
220.0;-2.169;-2.863;-4.294;-4.647;-4.397;-0.337;-5.159
240.0;-2.322;-3.138;-4.747;-5.181;-4.916;-0.362;-5.772
260.0;-2.453;-3.381;-5.159;-5.669;-5.391;-0.391;-6.303
280.0;-2.588;-3.634;-5.581;-6.169;-5.878;-0.431;-6.866
300.0;-2.706;-3.856;-5.959;-6.609;-6.300;-0.466;-7.353
320.0;-2.969;-4.378;-6.834;-7.641;-7.281;-0.550;-8.425
340.0;-3.097;-4.628;-7.250;-8.128;-7.766;-0.603;-9.009
360.0;-3.200;-4.831;-7.594;-8.528;-8.159;-0.628;-9.459
380.0;-3.303;-5.050;-7.966;-8.966;-8.588;-0.662;-9.963
400.0;-3.406;-5.272;-8.350;-9.419;-9.022;-0.687;-10.431
420.0;-3.519;-5.516;-8.744;-9.888;-9.488;-0.716;-10.981
440.0;-3.616;-5.728;-9.109;-10.319;-9.900;-0.738;-11.434
460.0;-3.719;-5.959;-9.497;-10.766;-10.334;-0.772;-11.944
480.0;-3.822;-6.200;-9.906;-11.234;-10.781;-0.797;-12.463
500.0;-3.928;-6.434;-10.303;-11.694;-11.228;-0.831;-12.959
520.0;-4.028;-6.675;-10.706;-12.156;-11.672;-0.853;-13.413
540.0;-4.072;-6.778;-10.881;-12.353;-11.859;-0.862;-13.656
560.0;-4.109;-6.875;-11.047;-12.544;-12.041;-0.875;-13.806
580.0;-4.338;-7.453;-12.038;-13.675;-13.128;-0.947;-14.903
600.0;-4.447;-7.806;-12.638;-14.331;-13.747;-0.991;-15.538
620.0;-4.488;-8.053;-13.038;-14.713;-14.075;-0.997;-15.884
