0.0;0.000;0.000;0.000;0.003;0.000;0.000;0.000
2.0;-0.019;-0.013;-0.028;-0.031;-0.028;0.000;-0.034
4.0;-0.031;-0.028;-0.056;-0.056;-0.050;0.000;-0.053
6.0;-0.069;-0.078;-0.109;-0.113;-0.106;-0.006;-0.087
8.0;-0.088;-0.094;-0.134;-0.138;-0.128;-0.006;-0.116
10.0;-0.103;-0.109;-0.156;-0.163;-0.150;-0.006;-0.137
12.0;-0.119;-0.128;-0.191;-0.197;-0.181;-0.009;-0.172
14.0;-0.134;-0.144;-0.219;-0.225;-0.206;-0.013;-0.191
16.0;-0.150;-0.153;-0.244;-0.250;-0.231;-0.013;-0.216
20.0;-0.166;-0.175;-0.272;-0.281;-0.259;-0.019;-0.238
40.0;-0.316;-0.406;-0.597;-0.625;-0.569;-0.063;-0.512
60.0;-0.500;-0.731;-1.044;-1.109;-1.009;-0.106;-0.603
80.0;-0.756;-1.166;-1.650;-1.772;-1.625;-0.144;-1.159
100.0;-1.081;-1.688;-2.328;-2.513;-2.309;-0.175;-1.750
120.0;-1.419;-2.222;-2.991;-3.259;-2.994;-0.209;-2.394
140.0;-1.766;-2.772;-3.709;-4.022;-3.694;-0.241;-3.150
160.0;-2.116;-3.325;-4.419;-4.772;-4.388;-0.275;-3.863
180.0;-2.475;-3.884;-5.138;-5.528;-5.081;-0.300;-4.638
200.0;-2.806;-4.400;-5.816;-6.216;-5.713;-0.319;-5.394
220.0;-3.197;-4.981;-6.550;-6.978;-6.419;-0.347;-6.266
240.0;-3.575;-5.541;-7.250;-7.703;-7.075;-0.375;-7.094
260.0;-4.009;-6.188;-8.009;-8.472;-7.763;-0.403;-8.031
280.0;-4.450;-6.828;-8.791;-9.278;-8.488;-0.428;-9.013
300.0;-4.963;-7.588;-9.666;-10.147;-9.238;-0.453;-10.319
320.0;-5.400;-8.234;-10.425;-10.922;-9.928;-0.481;-11.369
340.0;-5.881;-8.928;-11.238;-11.747;-10.656;-0.509;-12.500
360.0;-6.447;-9.769;-12.175;-12.681;-11.472;-0.547;-13.834
380.0;-6.881;-10.438;-12.944;-13.453;-12.150;-0.578;-14.878
400.0;-7.566;-11.497;-14.109;-14.575;-13.113;-0.619;-16.538
420.0;-8.100;-12.819;-15.519;-15.891;-14.219;-0.659;-18.663
440.0;-8.700;-14.203;-16.988;-17.247;-15.350;-0.694;-20.775
460.0;-10.230;-17.181;-19.806;-19.719;-17.322;-0.738;-24.813
