   1.4143125e+02	   1.9307042e+02	   2.4640078e+02	   2.9907323e+02	   3.4898716e+02	   0.0000000e+00	   0.0000000e+00	
   1.3129926e+02	   1.8470909e+02	   2.3859330e+02	   2.9101867e+02	   3.3693419e+02	   0.0000000e+00	   0.0000000e+00	
   1.0164893e+02	   1.5309971e+02	   2.0397697e+02	   2.5136041e+02	   2.9349116e+02	   0.0000000e+00	   0.0000000e+00	
   1.4173447e+02	   1.9675130e+02	   2.5249793e+02	   3.0700646e+02	   3.5654863e+02	   3.9132674e+02	   0.0000000e+00	
   1.3144740e+02	   1.8579716e+02	   2.4135802e+02	   2.9544800e+02	   3.4391708e+02	   0.0000000e+00	   0.0000000e+00	
   1.4423316e+02	   1.9723991e+02	   2.5092702e+02	   3.0428583e+02	   3.5363490e+02	   3.9394126e+02	   0.0000000e+00	
   1.2983536e+02	   1.8250834e+02	   2.3456224e+02	   2.8621282e+02	   3.3307253e+02	   3.6966505e+02	   0.0000000e+00	
   1.1396599e+02	   1.6621780e+02	   2.1711379e+02	   2.6565015e+02	   3.0960663e+02	   3.4567167e+02	   0.0000000e+00	
   1.5308219e+02	   2.0488598e+02	   2.5620574e+02	   3.0921569e+02	   3.5940000e+02	   3.9860000e+02	   0.0000000e+00	
   1.4308335e+02	   1.9767657e+02	   2.5289655e+02	   3.0726186e+02	   3.5699171e+02	   3.7574667e+02	   0.0000000e+00	
   1.2642529e+02	   1.7979312e+02	   2.3421582e+02	   2.8613723e+02	   3.3109400e+02	   0.0000000e+00	   0.0000000e+00	
   1.5493998e+02	   2.0745277e+02	   2.6096544e+02	   3.1628280e+02	   3.6803095e+02	   4.1176737e+02	   0.0000000e+00	
   1.6977184e+02	   2.2145070e+02	   2.7547246e+02	   3.3084286e+02	   3.8463737e+02	   4.1855684e+02	   0.0000000e+00	
   1.4031400e+02	   1.9333536e+02	   2.4451259e+02	   2.9690500e+02	   3.4566905e+02	   3.8837853e+02	   0.0000000e+00	
   1.3010000e+02	   1.8446130e+02	   2.4072000e+02	   2.9524000e+02	   3.4237720e+02	   0.0000000e+00	   0.0000000e+00	
   1.1784382e+02	   1.7006314e+02	   2.2205069e+02	   2.7203877e+02	   3.1664632e+02	   3.5103284e+02	   0.0000000e+00	
   1.1511595e+02	   1.6771251e+02	   2.1873842e+02	   2.6745015e+02	   3.1111716e+02	   3.4606263e+02	   0.0000000e+00	
   1.4403392e+02	   1.9669508e+02	   2.4975395e+02	   3.0228080e+02	   3.5246821e+02	   3.9241578e+02	   0.0000000e+00	
   1.4756031e+02	   2.0058629e+02	   2.5383324e+02	   3.0731638e+02	   3.5859579e+02	   0.0000000e+00	   0.0000000e+00	
   1.6349900e+02	   2.1654729e+02	   2.6963598e+02	   3.2288808e+02	   3.7636000e+02	   4.1333044e+02	   0.0000000e+00	
   1.3160539e+02	   1.8565857e+02	   2.3957109e+02	   2.9275250e+02	   3.4020235e+02	   0.0000000e+00	   0.0000000e+00	
   1.1268717e+02	   1.6527078e+02	   2.1708876e+02	   2.6650321e+02	   3.1048968e+02	   0.0000000e+00	   0.0000000e+00	
   1.4422440e+02	   1.9636770e+02	   2.5055824e+02	   3.0417146e+02	   3.5428884e+02	   0.0000000e+00	   0.0000000e+00	
   1.4632202e+02	   1.9984359e+02	   2.5478088e+02	   3.0952796e+02	   3.5987790e+02	   0.0000000e+00	   0.0000000e+00	
   1.2629325e+02	   1.8031836e+02	   2.3603548e+02	   2.8852124e+02	   3.2903284e+02	   0.0000000e+00	   0.0000000e+00	
   1.3231189e+02	   1.8537743e+02	   2.3858443e+02	   2.9101897e+02	   3.3899768e+02	   3.7564863e+02	   0.0000000e+00	
   1.4797435e+02	   2.0042926e+02	   2.5360660e+02	   3.0658396e+02	   3.5712716e+02	   4.0055579e+02	   0.0000000e+00	
   1.2901984e+02	   1.8233842e+02	   2.3610030e+02	   2.8792286e+02	   3.3550568e+02	   3.7081389e+02	   0.0000000e+00	
   1.3138255e+02	   1.8368711e+02	   2.3559235e+02	   2.8736327e+02	   3.3372842e+02	   0.0000000e+00	   0.0000000e+00	
   1.1790010e+02	   1.7122580e+02	   2.2484412e+02	   2.7542412e+02	   3.2072743e+02	   0.0000000e+00	   0.0000000e+00	
