0.0;0.000;-0.003;0.000;0.000;0.000;0.000;0.000
10.0;-0.063;-0.072;-0.103;-0.119;-0.113;-0.037;-0.103
20.0;-0.125;-0.144;-0.200;-0.213;-0.184;-0.059;-0.212
40.0;-0.291;-0.325;-0.431;-0.456;-0.406;-0.116;-0.541
60.0;-0.431;-0.488;-0.650;-0.684;-0.628;-0.156;-0.759
80.0;-0.797;-0.959;-1.353;-1.422;-1.334;-0.247;-1.500
100.0;-1.022;-1.281;-1.838;-1.975;-1.822;-0.287;-1.988
120.0;-1.272;-1.659;-2.422;-2.672;-2.419;-0.331;-2.516
140.0;-1.503;-1.997;-2.950;-3.291;-2.953;-0.369;-3.038
160.0;-1.753;-2.394;-3.553;-3.966;-3.606;-0.409;-3.694
180.0;-1.959;-2.719;-4.044;-4.528;-4.134;-0.441;-4.256
200.0;-2.184;-3.088;-4.581;-5.116;-4.691;-0.478;-4.866
220.0;-2.419;-3.450;-5.122;-5.709;-5.250;-0.516;-5.503
240.0;-2.638;-3.800;-5.619;-6.269;-5.778;-0.553;-6.138
260.0;-2.844;-4.200;-6.094;-6.806;-6.291;-0.594;-6.753
280.0;-3.050;-4.534;-6.575;-7.344;-6.806;-0.628;-7.359
300.0;-3.331;-5.000;-7.188;-7.994;-7.397;-0.663;-8.294
320.0;-3.541;-5.341;-7.684;-8.528;-7.900;-0.697;-8.928
340.0;-3.744;-5.700;-8.172;-9.047;-8.397;-0.731;-9.569
360.0;-3.963;-6.050;-8.663;-9.572;-8.897;-0.762;-10.194
380.0;-4.194;-6.441;-9.209;-10.159;-9.438;-0.794;-10.888
400.0;-4.409;-6.803;-9.719;-10.700;-9.938;-0.825;-11.547
420.0;-4.681;-7.266;-10.338;-11.353;-10.525;-0.856;-12.322
440.0;-4.950;-7.725;-10.956;-12.013;-11.116;-0.887;-13.103
460.0;-5.163;-8.094;-11.469;-12.550;-11.609;-0.919;-13.756
480.0;-5.453;-8.597;-12.128;-13.234;-12.234;-0.953;-14.653
500.0;-5.725;-9.066;-12.766;-13.903;-12.838;-0.981;-15.453
520.0;-6.019;-9.603;-13.456;-14.603;-13.466;-1.009;-16.391
540.0;-6.419;-10.359;-14.378;-15.506;-14.263;-1.041;-17.825
560.0;-6.894;-11.347;-15.506;-16.575;-15.159;-1.078;-19.328
580.0;-7.000;-11.697;-15.775;-16.788;-15.313;-1.078;-19.738
